instancia,n,grafo,threads,fusiones,tiempo
52078,65,arbol,39,3,0.994421
52079,65,arbol,40,3,1.17101
52080,65,arbol,1,0,0.069377
52081,65,arbol,2,2,0.168728
52082,65,arbol,3,5,0.185079
52083,65,arbol,4,3,0.145263
52084,65,arbol,5,0,0.146622
52085,65,arbol,6,1,0.202778
52086,65,arbol,7,5,0.222555
52087,65,arbol,8,0,0.223397
52088,65,arbol,9,0,0.224695
52089,65,arbol,10,0,0.296265
52090,65,arbol,11,3,0.302778
52091,65,arbol,12,0,0.280667
52092,65,arbol,13,8,0.445438
52093,65,arbol,14,0,0.488203
52094,65,arbol,15,0,0.466764
52095,65,arbol,16,0,0.377472
52096,65,arbol,17,0,0.43976
52097,65,arbol,18,0,0.590509
52098,65,arbol,19,0,0.589924
52099,65,arbol,20,0,0.511273
52100,65,arbol,21,10,1.60256
52101,65,arbol,22,6,0.643721
52102,65,arbol,23,1,0.762419
52103,65,arbol,24,9,0.718615
52104,65,arbol,25,8,0.735669
52105,65,arbol,26,0,0.774651
52106,65,arbol,27,5,0.745206
52107,65,arbol,28,1,0.804774
52108,65,arbol,29,8,0.868393
52109,65,arbol,30,0,0.893219
52110,65,arbol,31,1,0.859604
52111,65,arbol,32,0,0.792834
52112,65,arbol,33,1,1.04707
52113,65,arbol,34,4,0.815553
52114,65,arbol,35,0,0.988766
52115,65,arbol,36,0,0.881962
52116,65,arbol,37,3,0.881453
52117,65,arbol,38,8,1.80838
52118,65,arbol,39,1,1.16968
52119,65,arbol,40,4,1.2271
52120,65,arbol,1,0,0.06773
52121,65,arbol,2,5,0.274077
52122,65,arbol,3,5,0.236871
52123,65,arbol,4,9,0.252072
52124,65,arbol,5,1,0.154773
52125,65,arbol,6,1,0.173032
52126,65,arbol,7,13,0.485362
52127,65,arbol,8,9,0.304883
52128,65,arbol,9,0,0.251919
52129,65,arbol,10,0,0.313897
52130,65,arbol,11,8,2.44651
52131,65,arbol,12,1,0.294436
52132,65,arbol,13,10,0.47028
52133,65,arbol,14,1,0.344882
52134,65,arbol,15,0,0.409696
52135,65,arbol,16,0,0.468543
52136,65,arbol,17,0,0.468217
52137,65,arbol,18,0,0.479051
52138,65,arbol,19,0,0.485082
52139,65,arbol,20,0,0.514173
52140,65,arbol,21,0,0.721711
52141,65,arbol,22,3,0.620319
52142,65,arbol,23,0,0.748092
52143,65,arbol,24,5,0.719012
52144,65,arbol,25,9,0.77023
52145,65,arbol,26,5,0.755145
52146,65,arbol,27,1,0.693254
52147,65,arbol,28,0,0.895391
52148,65,arbol,29,7,0.931808
52149,65,arbol,30,0,0.829139
52150,65,arbol,31,1,0.808147
52151,65,arbol,32,3,0.936993
52152,65,arbol,33,1,0.940984
52153,65,arbol,34,1,0.83641
52154,65,arbol,35,0,0.84616
52155,65,arbol,36,1,1.09831
52156,65,arbol,37,1,1.11795
52157,65,arbol,38,8,1.1974
52158,65,arbol,39,5,1.22648
52159,65,arbol,40,0,0.985911
52160,65,arbol,1,0,0.095516
52161,65,arbol,2,5,0.235108
52162,65,arbol,3,3,0.22377
52163,65,arbol,4,1,0.16003
52164,65,arbol,5,3,0.175132
52165,65,arbol,6,0,0.195871
52166,65,arbol,7,1,0.190617
52167,65,arbol,8,0,0.244437
52168,65,arbol,9,8,0.369134
52169,65,arbol,10,1,0.366518
52170,65,arbol,11,4,0.368002
52171,65,arbol,12,2,0.321221
52172,65,arbol,13,0,0.47117
52173,65,arbol,14,0,0.360328
52174,65,arbol,15,0,0.425534
52175,65,arbol,16,8,0.523174
52176,65,arbol,17,0,0.431569
52177,65,arbol,18,0,0.612236
52178,65,arbol,19,1,0.539354
52179,65,arbol,20,0,0.52575
52180,65,arbol,21,7,0.616716
52181,65,arbol,22,6,0.595876
52182,65,arbol,23,0,0.569565
52183,65,arbol,24,3,0.570412
52184,65,arbol,25,0,0.724475
52185,65,arbol,26,5,0.861835
52186,65,arbol,27,7,0.778516
52187,65,arbol,28,0,0.783577
52188,65,arbol,29,5,0.792972
52189,65,arbol,30,0,0.890208
52190,65,arbol,31,1,0.967568
52191,65,arbol,32,2,1.00129
52192,65,arbol,33,1,0.89074
52193,65,arbol,34,1,0.971663
52194,65,arbol,35,5,1.00158
52195,65,arbol,36,0,0.939284
52196,65,arbol,37,3,0.966385
52197,65,arbol,38,3,1.21232
52198,65,arbol,39,8,1.1727
52199,65,arbol,40,1,1.1256
52200,65,arbol,1,0,0.095164
52201,65,arbol,2,4,0.245454
52202,65,arbol,3,4,0.214015
52203,65,arbol,4,5,0.255107
52204,65,arbol,5,0,0.133994
52205,65,arbol,6,0,0.173361
52206,65,arbol,7,5,0.272978
52207,65,arbol,8,0,0.275798
52208,65,arbol,9,0,0.2923
52209,65,arbol,10,0,0.332612
52210,65,arbol,11,4,0.29749
52211,65,arbol,12,0,0.300534
52212,65,arbol,13,1,0.375769
52213,65,arbol,14,0,0.363502
52214,65,arbol,15,0,0.450275
52215,65,arbol,16,0,0.491337
52216,65,arbol,17,5,0.467089
52217,65,arbol,18,1,0.529031
52218,65,arbol,19,9,0.600231
52219,65,arbol,20,7,0.802485
52220,65,arbol,21,0,0.618839
52221,65,arbol,22,0,0.630831
52222,65,arbol,23,4,0.735522
52223,65,arbol,24,5,0.660213
52224,65,arbol,25,0,0.749501
52225,65,arbol,26,0,0.72104
52226,65,arbol,27,0,0.780746
52227,65,arbol,28,1,0.902157
52228,65,arbol,29,1,0.7544
52229,65,arbol,30,5,0.787242
52230,65,arbol,31,0,0.75688
52231,65,arbol,32,7,1.00059
52232,65,arbol,33,0,0.946195
52233,65,arbol,34,10,0.932453
52234,65,arbol,35,0,0.864068
52235,65,arbol,36,5,0.87124
52236,65,arbol,37,6,1.0578
52237,65,arbol,38,0,1.1063
52238,65,arbol,39,6,1.05261
52239,65,arbol,40,11,11.7277
52240,65,arbol,1,0,0.100499
52241,65,arbol,2,1,0.110089
52242,65,arbol,3,0,0.110686
52243,65,arbol,4,5,0.253467
52244,65,arbol,5,0,0.143522
52245,65,arbol,6,5,0.248004
52246,65,arbol,7,5,0.361893
52247,65,arbol,8,11,0.399619
52248,65,arbol,9,0,0.272926
52249,65,arbol,10,0,0.253353
52250,65,arbol,11,3,0.294958
52251,65,arbol,12,0,0.322701
52252,65,arbol,13,10,0.402804
52253,65,arbol,14,7,0.4478
52254,65,arbol,15,3,0.396508
52255,65,arbol,16,0,0.446832
52256,65,arbol,17,5,0.511564
52257,65,arbol,18,8,0.561471
52258,65,arbol,19,9,0.657362
52259,65,arbol,20,1,0.482863
52260,65,arbol,21,3,0.490738
52261,65,arbol,22,0,0.63196
52262,65,arbol,23,11,2.22779
52263,65,arbol,24,6,0.608298
52264,65,arbol,25,0,0.687245
52265,65,arbol,26,8,0.832393
52266,65,arbol,27,0,0.80183
52267,65,arbol,28,9,1.01083
52268,65,arbol,29,0,0.735457
52269,65,arbol,30,0,1.01273
52270,65,arbol,31,0,1.04322
52271,65,arbol,32,1,0.782023
52272,65,arbol,33,0,0.853825
52273,65,arbol,34,9,1.06782
52274,65,arbol,35,0,1.04179
52275,65,arbol,36,0,1.27572
52276,65,arbol,37,0,0.953966
52277,65,arbol,38,3,1.17613
52278,65,arbol,39,0,0.942763
52279,65,arbol,40,11,1.17143
52280,65,arbol,1,0,0.123521
52281,65,arbol,2,4,0.231625
52282,65,arbol,3,5,0.229484
52283,65,arbol,4,0,0.109376
52284,65,arbol,5,1,0.144384
52285,65,arbol,6,9,0.34048
52286,65,arbol,7,5,0.287446
52287,65,arbol,8,1,0.212199
52288,65,arbol,9,0,0.296317
52289,65,arbol,10,0,0.241179
52290,65,arbol,11,1,0.344366
52291,65,arbol,12,1,0.310307
52292,65,arbol,13,0,0.475055
52293,65,arbol,14,0,0.417241
52294,65,arbol,15,1,0.378884
52295,65,arbol,16,0,0.478826
52296,65,arbol,17,7,0.521242
52297,65,arbol,18,7,0.581751
52298,65,arbol,19,0,0.506156
52299,65,arbol,20,0,0.643479
52300,65,arbol,21,0,0.559248
52301,65,arbol,22,4,0.675131
52302,65,arbol,23,0,0.570704
52303,65,arbol,24,0,0.653621
52304,65,arbol,25,2,0.653541
52305,65,arbol,26,0,0.63638
52306,65,arbol,27,4,0.820976
52307,65,arbol,28,0,0.615914
52308,65,arbol,29,4,0.799306
52309,65,arbol,30,0,0.675331
52310,65,arbol,31,7,0.906609
52311,65,arbol,32,0,0.974286
52312,65,arbol,33,0,0.965268
52313,65,arbol,34,0,0.802877
52314,65,arbol,35,0,1.04583
52315,65,arbol,36,0,0.939188
52316,65,arbol,37,0,1.14745
52317,65,arbol,38,4,0.924491
52318,65,arbol,39,0,1.19031
52319,65,arbol,40,0,1.11792
52320,65,arbol,1,0,0.068825
52321,65,arbol,2,5,0.215754
52322,65,arbol,3,2,0.137421
52323,65,arbol,4,0,0.100822
52324,65,arbol,5,3,0.27442
52325,65,arbol,6,2,0.200185
52326,65,arbol,7,5,0.24069
52327,65,arbol,8,0,0.262342
52328,65,arbol,9,0,0.272749
52329,65,arbol,10,1,0.266112
52330,65,arbol,11,0,0.264546
52331,65,arbol,12,5,0.400065
52332,65,arbol,13,1,0.351128
52333,65,arbol,14,0,0.51802
52334,65,arbol,15,1,0.45297
52335,65,arbol,16,0,0.474516
52336,65,arbol,17,1,0.48171
52337,65,arbol,18,0,0.523196
52338,65,arbol,19,5,0.62799
52339,65,arbol,20,0,0.599633
52340,65,arbol,21,5,0.670639
52341,65,arbol,22,4,0.611078
52342,65,arbol,23,0,0.579702
52343,65,arbol,24,7,0.738518
52344,65,arbol,25,6,0.793362
52345,65,arbol,26,6,0.652614
52346,65,arbol,27,1,0.694002
52347,65,arbol,28,0,0.698081
52348,65,arbol,29,1,0.712126
52349,65,arbol,30,5,0.78569
52350,65,arbol,31,4,0.921264
52351,65,arbol,32,9,0.959824
52352,65,arbol,33,12,11.0456
52353,65,arbol,34,0,1.0204
52354,65,arbol,35,0,1.01157
52355,65,arbol,36,0,0.826172
52356,65,arbol,37,0,1.04506
52357,65,arbol,38,0,0.99575
52358,65,arbol,39,12,11.3176
52359,65,arbol,40,9,1.29588
52360,65,arbol,1,0,0.075874
52361,65,arbol,2,1,0.134179
52362,65,arbol,3,0,0.095397
52363,65,arbol,4,5,0.232166
52364,65,arbol,5,11,0.353479
52365,65,arbol,6,0,0.209977
52366,65,arbol,7,3,0.191077
52367,65,arbol,8,5,0.36047
52368,65,arbol,9,4,0.308
52369,65,arbol,10,4,0.301346
52370,65,arbol,11,3,0.291783
52371,65,arbol,12,0,0.308397
52372,65,arbol,13,5,0.362329
52373,65,arbol,14,0,0.383205
52374,65,arbol,15,0,0.376382
52375,65,arbol,16,3,0.53622
52376,65,arbol,17,4,0.44103
52377,65,arbol,18,8,0.537611
52378,65,arbol,19,1,0.62618
52379,65,arbol,20,8,0.748662
52380,65,arbol,21,1,0.633817
52381,65,arbol,22,5,0.864397
52382,65,arbol,23,2,0.69695
52383,65,arbol,24,1,0.66043
52384,65,arbol,25,4,0.752832
52385,65,arbol,26,0,0.698941
52386,65,arbol,27,3,0.854836
52387,65,arbol,28,0,0.747272
52388,65,arbol,29,3,0.714371
52389,65,arbol,30,1,0.78135
52390,65,arbol,31,0,0.971581
52391,65,arbol,32,8,2.07006
52392,65,arbol,33,12,2.71543
52393,65,arbol,34,0,1.71641
52394,65,arbol,35,3,1.92289
52395,65,arbol,36,3,1.67992
52396,65,arbol,37,0,1.54924
52397,65,arbol,38,0,1.70159
52398,65,arbol,39,8,1.37151
52399,65,arbol,40,13,2.06118
52400,65,completo,1,0,0.165858
52401,65,completo,2,1,0.177952
52402,65,completo,3,5,0.41372
52403,65,completo,4,7,0.467502
52404,65,completo,5,6,0.368958
52405,65,completo,6,6,0.332458
52406,65,completo,7,7,0.293571
52407,65,completo,8,7,0.358564
52408,65,completo,9,4,0.267657
52409,65,completo,10,8,0.35653
52410,65,completo,11,7,0.385236
52411,65,completo,12,6,0.371159
52412,65,completo,13,8,0.497947
52413,65,completo,14,5,0.437025
52414,65,completo,15,5,0.456833
52415,65,completo,16,2,0.476518
52416,65,completo,17,4,0.45104
52417,65,completo,18,9,0.562467
52418,65,completo,19,5,0.532636
52419,65,completo,20,4,0.553804
52420,65,completo,21,9,0.620972
52421,65,completo,22,6,0.672076
52422,65,completo,23,7,0.648251
52423,65,completo,24,9,10.8748
52424,65,completo,25,8,10.6658
52425,65,completo,26,4,0.674422
52426,65,completo,27,6,0.795789
52427,65,completo,28,5,0.95521
52428,65,completo,29,6,0.885513
52429,65,completo,30,8,0.903288
52430,65,completo,31,8,0.933911
52431,65,completo,32,6,0.837835
52432,65,completo,33,7,0.810098
52433,65,completo,34,9,0.884801
52434,65,completo,35,8,0.979317
52435,65,completo,36,8,1.18941
52436,65,completo,37,8,0.975989
52437,65,completo,38,5,1.04818
52438,65,completo,39,6,1.04259
52439,65,completo,40,4,1.08635
52440,65,completo,1,0,0.129594
52441,65,completo,2,1,0.186997
52442,65,completo,3,4,0.276082
52443,65,completo,4,8,0.381031
52444,65,completo,5,6,0.318875
52445,65,completo,6,8,0.443117
52446,65,completo,7,8,0.438427
52447,65,completo,8,7,0.425434
52448,65,completo,9,9,0.397798
52449,65,completo,10,6,0.303869
52450,65,completo,11,8,10.3976
52451,65,completo,12,9,0.453077
52452,65,completo,13,8,0.458069
52453,65,completo,14,9,0.398402
52454,65,completo,15,6,0.479602
52455,65,completo,16,7,0.523243
52456,65,completo,17,9,0.496888
52457,65,completo,18,8,0.617548
52458,65,completo,19,6,0.538396
52459,65,completo,20,6,0.600256
52460,65,completo,21,9,0.686309
52461,65,completo,22,6,0.589886
52462,65,completo,23,6,0.624982
52463,65,completo,24,10,0.763813
52464,65,completo,25,5,0.810588
52465,65,completo,26,7,0.833276
52466,65,completo,27,5,0.768329
52467,65,completo,28,8,0.805354
52468,65,completo,29,5,0.722426
52469,65,completo,30,4,0.863737
52470,65,completo,31,7,0.843985
52471,65,completo,32,9,0.890977
52472,65,completo,33,6,0.918289
52473,65,completo,34,5,0.88066
52474,65,completo,35,10,1.03594
52475,65,completo,36,7,0.950199
52476,65,completo,37,5,1.0155
52477,65,completo,38,5,1.1947
52478,65,completo,39,4,1.12475
52479,65,completo,40,9,1.12608
52480,65,completo,1,0,0.118821
52481,65,completo,2,1,0.159569
52482,65,completo,3,6,0.329867
52483,65,completo,4,2,0.215338
52484,65,completo,5,6,0.357385
52485,65,completo,6,6,0.284759
52486,65,completo,7,8,12.9202
52487,65,completo,8,6,0.40079
52488,65,completo,9,6,9.67892
52489,65,completo,10,6,0.408572
52490,65,completo,11,5,0.400314
52491,65,completo,12,7,0.519317
52492,65,completo,13,6,1.67099
52493,65,completo,14,0,0.375385
52494,65,completo,15,0,0.452728
52495,65,completo,16,0,0.443119
52496,65,completo,17,6,0.540595
52497,65,completo,18,6,0.516842
52498,65,completo,19,7,0.617834
52499,65,completo,20,5,0.595827
52500,65,completo,21,3,0.595598
52501,65,completo,22,9,0.626246
52502,65,completo,23,5,0.730486
52503,65,completo,24,9,0.784765
52504,65,completo,25,4,0.723923
52505,65,completo,26,6,0.834303
52506,65,completo,27,6,0.841364
52507,65,completo,28,9,0.77761
52508,65,completo,29,9,10.8276
52509,65,completo,30,9,0.968842
52510,65,completo,31,6,0.870288
52511,65,completo,32,8,0.825004
52512,65,completo,33,8,1.00689
52513,65,completo,34,7,1.03784
52514,65,completo,35,10,1.11475
52515,65,completo,36,5,0.958639
52516,65,completo,37,6,1.05278
52517,65,completo,38,4,0.861127
52518,65,completo,39,6,1.07939
52519,65,completo,40,6,2.00462
52520,65,completo,1,0,0.12731
52521,65,completo,2,8,0.496361
52522,65,completo,3,6,0.349998
52523,65,completo,4,7,0.31155
52524,65,completo,5,7,0.325739
52525,65,completo,6,5,0.356558
52526,65,completo,7,9,10.3609
52527,65,completo,8,3,0.326712
52528,65,completo,9,5,0.334103
52529,65,completo,10,7,0.355503
52530,65,completo,11,2,0.430119
52531,65,completo,12,8,10.3597
52532,65,completo,13,9,0.437612
52533,65,completo,14,6,0.417902
52534,65,completo,15,8,0.490134
52535,65,completo,16,8,0.459383
52536,65,completo,17,5,0.545171
52537,65,completo,18,9,0.537592
52538,65,completo,19,7,0.62532
52539,65,completo,20,9,0.658536
52540,65,completo,21,8,10.8333
52541,65,completo,22,5,0.6653
52542,65,completo,23,6,0.72702
52543,65,completo,24,4,0.763739
52544,65,completo,25,9,0.819681
52545,65,completo,26,6,0.886973
52546,65,completo,27,6,0.847952
52547,65,completo,28,8,0.731798
52548,65,completo,29,9,0.796461
52549,65,completo,30,5,0.840537
52550,65,completo,31,10,10.8079
52551,65,completo,32,3,0.786719
52552,65,completo,33,6,1.12028
52553,65,completo,34,8,1.35244
52554,65,completo,35,4,1.13483
52555,65,completo,36,5,1.17853
52556,65,completo,37,4,1.19278
52557,65,completo,38,6,1.17807
52558,65,completo,39,6,1.25443
52559,65,completo,40,5,1.46703
52560,65,completo,1,0,0.103583
52561,65,completo,2,4,0.22245
52562,65,completo,3,5,0.277782
52563,65,completo,4,8,4.57581
52564,65,completo,5,7,1.26312
52565,65,completo,6,5,0.327719
52566,65,completo,7,7,4.20013
52567,65,completo,8,4,0.40871
52568,65,completo,9,5,0.469448
52569,65,completo,10,0,0.368032
52570,65,completo,11,5,0.438007
52571,65,completo,12,6,0.433667
52572,65,completo,13,5,0.436
52573,65,completo,14,0,1.35472
52574,65,completo,15,5,0.61141
52575,65,completo,16,5,0.648494
52576,65,completo,17,5,0.655759
52577,65,completo,18,3,0.66433
52578,65,completo,19,5,0.733088
52579,65,completo,20,5,1.39608
52580,65,completo,21,5,0.664773
52581,65,completo,22,5,0.665168
52582,65,completo,23,5,1.4191
52583,65,completo,24,5,0.779485
52584,65,completo,25,5,3.6652
52585,65,completo,26,6,1.50768
52586,65,completo,27,3,0.847576
52587,65,completo,28,5,0.92403
52588,65,completo,29,5,0.973063
52589,65,completo,30,6,1.07887
52590,65,completo,31,5,0.991786
52591,65,completo,32,6,5.39959
52592,65,completo,33,5,2.34361
52593,65,completo,34,5,1.06816
52594,65,completo,35,4,1.20827
52595,65,completo,36,5,1.29098
52596,65,completo,37,4,1.25178
52597,65,completo,38,2,1.06073
52598,65,completo,39,5,1.24051
52599,65,completo,40,8,1.44456
52600,65,completo,1,0,0.112374
52601,65,completo,2,5,0.267876
52602,65,completo,3,5,0.274473
52603,65,completo,4,4,0.268957
52604,65,completo,5,6,0.322666
52605,65,completo,6,5,0.3354
52606,65,completo,7,7,0.463496
52607,65,completo,8,5,0.370698
52608,65,completo,9,5,1.90052
52609,65,completo,10,5,0.434244
52610,65,completo,11,5,0.472384
52611,65,completo,12,6,0.870212
52612,65,completo,13,6,0.521839
52613,65,completo,14,5,0.548804
52614,65,completo,15,5,0.586176
52615,65,completo,16,1,0.701037
52616,65,completo,17,5,0.589996
52617,65,completo,18,8,1.77022
52618,65,completo,19,5,0.69183
52619,65,completo,20,4,0.694603
52620,65,completo,21,4,0.634409
52621,65,completo,22,5,0.693419
52622,65,completo,23,5,0.835789
52623,65,completo,24,6,0.855629
52624,65,completo,25,5,0.895919
52625,65,completo,26,1,0.873054
52626,65,completo,27,3,0.797985
52627,65,completo,28,5,0.958692
52628,65,completo,29,5,0.966164
52629,65,completo,30,5,0.811018
52630,65,completo,31,4,0.816298
52631,65,completo,32,6,0.832061
52632,65,completo,33,5,0.900497
52633,65,completo,34,9,1.0732
52634,65,completo,35,5,1.07657
52635,65,completo,36,2,0.869043
52636,65,completo,37,8,1.19969
52637,65,completo,38,9,1.1027
52638,65,completo,39,6,1.01924
52639,65,completo,40,9,1.09184
52640,65,completo,1,0,0.130248
52641,65,completo,2,1,0.160149
52642,65,completo,3,5,0.345366
52643,65,completo,4,8,0.354251
52644,65,completo,5,8,0.397343
52645,65,completo,6,7,0.338541
52646,65,completo,7,5,0.2702
52647,65,completo,8,11,0.420562
52648,65,completo,9,7,0.349209
52649,65,completo,10,8,0.397148
52650,65,completo,11,2,0.307553
52651,65,completo,12,8,0.351701
52652,65,completo,13,8,0.403682
52653,65,completo,14,8,0.502092
52654,65,completo,15,8,0.635738
52655,65,completo,16,7,0.473998
52656,65,completo,17,7,0.554757
52657,65,completo,18,9,10.7263
52658,65,completo,19,0,0.421757
52659,65,completo,20,0,0.477577
52660,65,completo,21,8,0.746258
52661,65,completo,22,6,0.680322
52662,65,completo,23,0,0.622558
52663,65,completo,24,0,0.78339
52664,65,completo,25,0,0.570333
52665,65,completo,26,6,0.811813
52666,65,completo,27,0,0.604164
52667,65,completo,28,7,0.824592
52668,65,completo,29,0,0.69033
52669,65,completo,30,0,0.671979
52670,65,completo,31,0,0.840189
52671,65,completo,32,0,0.742269
52672,65,completo,33,0,0.734809
52673,65,completo,34,5,1.04504
52674,65,completo,35,0,0.879355
52675,65,completo,36,0,1.03351
52676,65,completo,37,0,0.976836
52677,65,completo,38,0,1.04443
52678,65,completo,39,0,1.03005
52679,65,completo,40,6,1.15979
52680,65,completo,1,0,0.09259
52681,65,completo,2,2,0.156141
52682,65,completo,3,6,0.729149
52683,65,completo,4,7,0.329894
52684,65,completo,5,6,0.331064
52685,65,completo,6,6,0.405906
52686,65,completo,7,6,0.297496
52687,65,completo,8,9,0.41066
52688,65,completo,9,5,0.312726
52689,65,completo,10,9,10.4268
52690,65,completo,11,5,0.401525
52691,65,completo,12,6,0.69448
52692,65,completo,13,4,0.619892
52693,65,completo,14,5,0.399384
52694,65,completo,15,5,0.471902
52695,65,completo,16,5,0.531664
52696,65,completo,17,5,0.624573
52697,65,completo,18,4,0.458149
52698,65,completo,19,6,0.598327
52699,65,completo,20,5,0.57281
52700,65,completo,21,4,0.680201
52701,65,completo,22,4,0.66095
52702,65,completo,23,6,0.606055
52703,65,completo,24,6,0.789649
52704,65,completo,25,7,0.722681
52705,65,completo,26,9,11.064
52706,65,completo,27,7,0.711675
52707,65,completo,28,5,0.694192
52708,65,completo,29,6,0.97013
52709,65,completo,30,4,0.804577
52710,65,completo,31,9,10.8274
52711,65,completo,32,11,10.9187
52712,65,completo,33,5,0.961032
52713,65,completo,34,5,1.02882
52714,65,completo,35,5,0.919684
52715,65,completo,36,6,1.12967
52716,65,completo,37,10,1.13853
52717,65,completo,38,9,1.01545
52718,65,completo,39,7,1.0416
52719,65,completo,40,2,1.02485
52720,65,completo,1,0,0.116747
52721,65,completo,2,1,0.151543
52722,65,completo,3,5,0.27494
52723,65,completo,4,10,0.431048
52724,65,completo,5,9,0.344528
52725,65,completo,6,8,0.468175
52726,65,completo,7,8,0.447636
52727,65,completo,8,5,0.316842
52728,65,completo,9,5,0.308276
52729,65,completo,10,9,10.2888
52730,65,completo,11,6,0.366871
52731,65,completo,12,7,0.442956
52732,65,completo,13,6,0.393326
52733,65,completo,14,7,0.42133
52734,65,completo,15,2,0.410421
52735,65,completo,16,2,0.497571
52736,65,completo,17,6,0.466221
52737,65,completo,18,6,0.593521
52738,65,completo,19,5,0.512353
52739,65,completo,20,9,0.596304
52740,65,completo,21,2,0.550597
52741,65,completo,22,5,0.579295
52742,65,completo,23,4,0.627729
52743,65,completo,24,5,0.727912
52744,65,completo,25,8,0.739842
52745,65,completo,26,5,0.782785
52746,65,completo,27,9,0.783526
52747,65,completo,28,9,0.800547
52748,65,completo,29,7,0.858389
52749,65,completo,30,5,0.86459
52750,65,completo,31,10,11.2103
52751,65,completo,32,5,0.999922
52752,65,completo,33,9,0.990287
52753,65,completo,34,9,1.10599
52754,65,completo,35,6,0.969558
52755,65,completo,36,6,1.03152
52756,65,completo,37,5,1.00199
52757,65,completo,38,9,1.21628
52758,65,completo,39,5,1.07995
52759,65,completo,40,5,1.1254
52760,65,completo,1,0,0.164426
52761,65,completo,2,1,0.163929
52762,65,completo,3,6,0.322179
52763,65,completo,4,8,0.346469
52764,65,completo,5,5,0.30741
52765,65,completo,6,10,10.3956
52766,65,completo,7,8,30.5449
52767,65,completo,8,6,0.35546
52768,65,completo,9,7,0.334299
52769,65,completo,10,6,0.336508
52770,65,completo,11,6,0.406309
52771,65,completo,12,6,0.424065
52772,65,completo,13,3,0.361922
52773,65,completo,14,2,0.349894
52774,65,completo,15,6,0.852248
52775,65,completo,16,6,0.486979
52776,65,completo,17,4,0.522267
52777,65,completo,18,11,3.75714
52778,65,completo,19,8,11.0797
52779,65,completo,20,7,0.869515
52780,65,completo,21,5,0.912095
52781,65,completo,22,2,0.760347
52782,65,completo,23,7,0.86739
52783,65,completo,24,0,0.718106
52784,65,completo,25,7,0.693887
52785,65,completo,26,8,0.812795
52786,65,completo,27,0,0.850756
52787,65,completo,28,0,0.94645
52788,65,completo,29,6,0.837166
52789,65,completo,30,0,0.904877
52790,65,completo,31,7,2.11732
52791,65,completo,32,6,2.22426
52792,65,completo,33,5,2.35691
52793,65,completo,34,5,1.7064
52794,65,completo,35,6,2.00545
52795,65,completo,36,5,1.59588
52796,65,completo,37,6,1.67283
52797,65,completo,38,2,1.06176
52798,65,completo,39,6,31.2544
52799,65,completo,40,7,18.5445
52800,66,arbol,1,0,0.1177
52801,66,arbol,2,1,0.156207
52802,66,arbol,3,4,0.282531
52803,66,arbol,4,1,0.146913
52804,66,arbol,5,0,0.167447
52805,66,arbol,6,0,0.214508
52806,66,arbol,7,0,0.288043
52807,66,arbol,8,0,0.300417
52808,66,arbol,9,0,0.350333
52809,66,arbol,10,0,0.282447
52810,66,arbol,11,0,0.315809
52811,66,arbol,12,5,0.407612
52812,66,arbol,13,3,0.338276
52813,66,arbol,14,0,0.448123
52814,66,arbol,15,12,0.642792
52815,66,arbol,16,1,0.489423
52816,66,arbol,17,1,0.427823
52817,66,arbol,18,7,0.594152
52818,66,arbol,19,3,0.483168
52819,66,arbol,20,4,0.515768
52820,66,arbol,21,9,0.926651
52821,66,arbol,22,0,0.68237
52822,66,arbol,23,6,0.708019
52823,66,arbol,24,7,0.706561
52824,66,arbol,25,0,0.681315
52825,66,arbol,26,8,0.92775
52826,66,arbol,27,11,1.01324
52827,66,arbol,28,7,0.709144
52828,66,arbol,29,9,0.942239
52829,66,arbol,30,1,0.767691
52830,66,arbol,31,10,1.04718
52831,66,arbol,32,0,0.780765
52832,66,arbol,33,0,0.878851
52833,66,arbol,34,12,1.19731
52834,66,arbol,35,6,1.06829
52835,66,arbol,36,13,1.22474
52836,66,arbol,37,6,1.13108
52837,66,arbol,38,6,1.03302
52838,66,arbol,39,5,1.18652
52839,66,arbol,40,0,1.24974
52840,66,arbol,1,0,0.123785
52841,66,arbol,2,1,0.144247
52842,66,arbol,3,0,0.093217
52843,66,arbol,4,0,0.100405
52844,66,arbol,5,10,0.463464
52845,66,arbol,6,7,0.314862
52846,66,arbol,7,8,0.300501
52847,66,arbol,8,3,0.215901
52848,66,arbol,9,0,0.278675
52849,66,arbol,10,6,0.385817
52850,66,arbol,11,7,0.421845
52851,66,arbol,12,10,0.447157
52852,66,arbol,13,0,0.315285
52853,66,arbol,14,0,0.348331
52854,66,arbol,15,0,0.368872
52855,66,arbol,16,13,0.792989
52856,66,arbol,17,0,0.524801
52857,66,arbol,18,10,0.591073
52858,66,arbol,19,5,0.505184
52859,66,arbol,20,1,0.478677
52860,66,arbol,21,0,0.596026
52861,66,arbol,22,7,0.658802
52862,66,arbol,23,11,0.708136
52863,66,arbol,24,0,0.625897
52864,66,arbol,25,0,0.631902
52865,66,arbol,26,8,0.901957
52866,66,arbol,27,5,0.736042
52867,66,arbol,28,0,0.761537
52868,66,arbol,29,1,0.721744
52869,66,arbol,30,0,0.810247
52870,66,arbol,31,1,1.00367
52871,66,arbol,32,0,0.907251
52872,66,arbol,33,1,0.956676
52873,66,arbol,34,1,0.929195
52874,66,arbol,35,0,0.857656
52875,66,arbol,36,0,1.0975
